"code","label"
"31EE2361","violent death by breaking of bones - EE - death not certain; wounded person"
"31EE2362","violent death by removal of parts of the body by cutting, sawing, tearing - EE - death not certain; wounded person"
"31EE23621","violent death by beheading - EE - death not certain; wounded person"
"31EE236211","violent death ~ beheading by guillotine - EE - death not certain; wounded person"
"31EE236212","headless body of a beheaded person - EE - death not certain; wounded person"
"31EE236219","head of a beheaded person - EE - death not certain; wounded person"
"31EE2362191","head of a beheaded person on a plate - EE - death not certain; wounded person"
"31EE2362192","head of a beheaded person on post or pole - EE - death not certain; wounded person"
"31EE2362193","maltreatment of the head of a beheaded person - EE - death not certain; wounded person"
"31EE23622","violent death by tearing out of tongue - EE - death not certain; wounded person"
"31EE23623","violent death by disembowelment, pulling out of intestines - EE - death not certain; wounded person"
"31EE23624","violent death by quartering - EE - death not certain; wounded person"
"31EE23625","violent death by blinding - EE - death not certain; wounded person"
"31EE2363","violent death by flaying - EE - death not certain; wounded person"
"31EE2364","violent death by opening of arteries - EE - death not certain; wounded person"
"31EE2365","violent death by throwing to the wild animals - EE - death not certain; wounded person"
"31EE237","violent death by psychological means - EE - death not certain; wounded person"
"31EE238","seeking death, suicide - EE - death not certain; wounded person"
"31EE2381","self-sacrifice, death in the service of a higher purpose - EE - death not certain; wounded person"
"31EE2382","suicide out of despair - EE - death not certain; wounded person"
"31F","symbols and personifications of Death"
"31F1","symbols of Death"
"31F11","death's head, skull (symbol of Death)"
"31F111","skull as danger signal"
"31F2","personifications of Death; 'Morte' (Ripa)"
"31F21","Death as child"
"31F22","Death as youth"
"31F23","Death as man"
"31F24","Death as old man"
"31F25","Death as (rotting) corpse"
"31F26","Death as skeleton"
"31F27","Death as devilish being"
"31F3","dance of Death; Death together with one or more human beings"
"31F31","Death dancing with more than one human being"
"31F31(...)","Death dancing with more than one human being (with NUMBER) of persons"
"31F32","Death dancing with one person"
"31F33","Death battling with Life, or with the living"
"31F331","Death conquering Life or the living"
"31F34","Death conquered"
"31FF2","personifications of Death; 'Morte' (Ripa) - FF - Death as female"
"31FF21","Death as child - FF - Death as female"
"31FF22","Death as youth - FF - Death as female"
"31FF23","Death as man - FF - Death as female"
"31FF24","Death as old man - FF - Death as female"
"31FF25","Death as (rotting) corpse - FF - Death as female"
"31FF26","Death as skeleton - FF - Death as female"
"31FF27","Death as devilish being - FF - Death as female"
"31G","the soul"
"31G1","the soul during lifetime"
"31G2","the soul during death"
"31G3","the soul after death"
"31G31","the soul leaving the body in the shape of a little human being"
"31G311","the soul carried to heaven by angels"
"31G32","the soul travelling"
"31G321","ship of the dead"
"31G322","angel guiding a soul to heaven, 'psychopompos'"
"31G33","the soul examined; the soul before its judge"
"31G331","weighing of the soul"
"31G332","opening of the book of life"
"31G34","the soul sentenced; 'Anima dannata' (Ripa)"
"31G35","angels and devils fighting over the soul"
"31G36","the soul going to its last destination"
"31G361","devil carrying the soul off"
"31G4","the soul in eternity"
"32","human types; peoples and nationalities"
"32A","human types"
"32A1","the four temperaments; 'Complessione' (Ripa)"
"32A11","choleric temperament"
"32A110","'Colerico (per il fuoco)' (Ripa)"
"32A12","sanguine temperament"
"32A120","'Sanguigno (per l'aria)' (Ripa)"
"32A13","phlegmatic temperament"
"32A130","'Flemmatico (per l'acqua)' (Ripa)"
"32A14","melancholic temperament"
"32A140","'Malenconico (per la terra)', 'Malinconia' (Ripa)"
"32A141","'Weltschmerz'"
"32A2","fat and thin (human types)"
"32A21","fat (human type)"
"32A210","'Grassezza' (Ripa)"
"32A211","steatopyge (human type)"
"32A22","thin (human type)"
"32A3","optimist and pessimist (human types)"
"32A31","optimist"
"32A32","pessimist"
"32A4","various human types"
"32A41","ascetic"
"32A42","coward"
"32A43","glutton"
"32A44","miser"
"32A45","parasite, sponger"
"32A46","sluggard"
"32A49","other human types"
"32A49(...)","other human types (with NAME of type)"
"32A5","caricatures (human types)"
"32A6","physiognomy"
"32A61","phrenology"
"32A62","chirognomy"
"32A7","characters (human types)"
"32A8","passions, emotions, affections"
"32B","human races; peoples; nationalities"
"32B1","prehistoric man"
"32B11","reconstruction of prehistoric man"
"32B11(...)","reconstruction of prehistoric man (with NAME)"
"32B12","reconstruction of life and culture of prehistoric man"
"32B2","extinct, 'historical' peoples"
"32B2(...)","extinct, 'historical' peoples (with NAME)"
"32B2(GAULS)","extinct, 'historical' peoples: Gauls"
"32B2(TEUTONS)","extinct, 'historical' peoples: Teutons"
"32B3","human races, peoples and nationalities (other than prehistoric or extinct)"
"32B31","white races and peoples"
"32B311","Europeans"
"32B311(...)","Europeans (with NAME)"
"32B311(ENGLISHMEN)","Europeans: Englishmen"
"32B311(GERMANS)","Europeans: Germans"
"32B311(SPANIARDS)","Europeans: Spaniards"
"32B312","non-European white peoples"
"32B312(...)","non-European white peoples (with NAME)"
"32B312(AMERICANS)","non-European white peoples: Americans"
"32B32","Africans"
"32B32(...)","Africans (with NAME)"
"32B321","African negroes"
"32B321(...)","African negroes (with NAME)"
"32B3211","American negroes"
"32B33","Asiatic races and peoples"
"32B33(...)","Asiatic races and peoples (with NAME)"
"32B33(INDIANS)","Asiatic races and peoples: Indians"
"32B33(PERSIANS)","Asiatic races and peoples: Persians"
"32B33(TURKS)","Asiatic races and peoples: Turks"
"32B331","Mongolians"
"32B3311","Chinese"
"32B3312","Japanese"
"32B34","coloured races of America"
"32B341","Eskimos"
"32B342","Red Indians, American Indians"
"32B342(...)","Red Indians, American Indians (with NAME)"
"32B343","coloured races of Central America"
"32B344","coloured races of South America"
"32B345","coloured races of the Caribbean"
"32B35","Australian and Oceanian races"
"32B35(...)","Australian and Oceanian races (with NAME)"
"32B36","primitive races and peoples; aborigines"
"32B37","dwarf-tribes, pygmies"
"32B371","African pygmies"
"32B371(...)","African pygmies (with NAME)"
"32B3711","Bushmen"
"32B3712","Hottentots"
"32B372","New-Guinean pygmies"
"32B38","persons of typical racial mixture"
"32B381","mulatto (offspring of white and negro)"
"32B382","Eurasian, half-caste"
"32B383","mestee, mestizo, i.e. offspring of Spanish and South-American Indian people"
"32B39","(still other) human races and peoples"
"32B39(...)","(still other) human races and peoples (with NAME)"
"32C","scientific classification of human races"
"33","relations between individual persons"
"33A","non-aggressive relationships"
"33A1","saluting"
"33A11","baring the head, lifting one's hat"
"33A12","shaking hands, 'dextrarum junctio'"
"33A13","meeting"
"33A131","introducing"
"33A1311","visiting-card, calling-card"
"33A132","recognizing"
"33A14","embracing each other, kissing"
"33A15","laying the hand on another person's shoulder"
"33A2","taking leave"
"33A21","asking someone not to leave"
"33A3","visiting; receiving guests; elegant company"
"33A31","knocking at the door"
"33A32","congratulation, felicitation"
"33A33","condolence"
"33A34","person addressing a group, orator"
"33A341","story teller; listening to story teller"
"33A35","conversation, dialogue; conversation piece"
"33A350","'Conversatione' (Ripa)"
"33A39","loose company"
"33A4","bringing gifts; exchanging gifts"
"33A41","gifts being accepted"
"33A49","gifts being refused"
"33A5","friends"
"33A51","unilateral friendship"
"33A52","hand on shoulder (friends)"
"33A53","arm in arm (friends)"
"33A54","'album amicorum', 'Stammbuch'"
"33A58","reconciliation"
"33A59","bad companions"
"33A6","saving an endangered fellow man"
"33A61","help (to an endangered fellow man)"
"33A610","'Ajuto', 'Soccorso' (Ripa)"
"33A62","freeing (an endangered fellow man)"
"33A7","neighbour"
"33A71","partner"
"33A711","unequal partners"
"33A8","double"
"33A81","stand-in"
"33B","aggressive relationships, enmity, animosity"
"33B1","quarrel, argument"
"33B10","'Lite' (Ripa)"
"33B11","mocking, insulting; teasing"
"33B111","cocking a snook (gesture with thumb to nose, fingers spread out)"
"33B12","accusing"
"33B13","slander"
"33B14","threatening behaviour, challenging"
"33B2","duelling"
"33B3","fighting"
"33B31","fist-fight"
"33B32","kicking"
"33B33","slap in the face"
"33B4","abducting"
"33B41","kidnapping"
"33B5","enemy"
"33B51","adversary"
"33B6","killing ~ aggressive relationships"
"33B60","'Homicidio' (Ripa)"
"33B9","flight, running away; pursuing"
"33B90","'Fuga', 'Fuga popolare', 'Persecutione' (Ripa)"
"33B91","hiding, hiding oneself"
"33C","relations between the sexes"
"33C1","pernicious influence of women, 'femmes fatales'"
"33C11","Aristotle and Phyllis"
"33C12","Virgil in the basket"
"33C121","Virgil's revenge: men lighting candles at Phyllis' behind"
"33C13","Alexander and Candace"
"33C2","lovers; courting, flirting"
"33C21","courting"
"33C211","love at first sight"
"33C2111","watching the beloved asleep"
"33C212","making an appointment"
"33C2121","lover with love-letter"
"33C213","serenade to the beloved"
"33C214","presents offered to the beloved"
"33C2141","St. Valentine's day"
"33C215","lover crowned with a wreath"
"33C216","one of the lovers alone (e.g. longing for the beloved)"
"33C2161","lover (man) alone (e.g. longing for the beloved)"
"33C2162","lover (woman) alone (e.g. longing for the beloved)"
"33C217","hidden love"
"33C2171","hidden love discovered"
"33C218","awakening love"
"33C219","unsuccessful love affair; seduction"
"33C22","lovers' meeting"
"33C221","one lover waiting for the other"
"33C222","man (lover) entering through window"
"33C2221","lover hoisted up in a basket"
"33C223","lovers locking up meeting place"
"33C224","carving heart and initials in an object, e.g. a tree trunk"
"33C2241","the carved signs (of lovers) only"
"33C225","parting, leave-taking (of lovers)"
"33C226","interrupted meeting, lovers caught by surprise"
"33C2261","'look-out' ~ lovers' meeting"
"33C2262","lovers spied upon"
"33C227","lovers brought together by a third person"
"33C229","lover chased away; to be given the mitten"
"33C2291","chamber-pot is emptied from above ~ chasing away (unwanted) lover"
"33C23","couple of lovers"
"33C231","arm in arm (lovers)"
"33C232","(lovers) kissing each other"
"33C2321","kissing the hand (lovers)"
"33C233","(lovers) embracing each other, 'symplegma'"
"33C234","(lovers) caressing each other"
"33C2340","'Carezze amatorie' (Ripa)"
"33C235","lovers' tussle"
"33C236","lovers' tiff, quarrel, sulk"
"33C239","end of a love affair"
"33C29","the envious friends; criticizing bystanders ~ love couple"
"33C3","one-sided courting; pursuit; difficult choice"
"33C31","one-sided courting"
"33C311","woman in flight (one-sided courting)"
"33C3111","woman in flight, leaving something behind (clothing, shoe, etc.)"
"33C312","lover deserting woman"
"33C3121","deserted woman"
"33C313","man accused by woman he has cast off"
"33C314","man in flight (one-sided courting)"
"33C32","pursuit of a woman, prowling"
"33C321","rivalry of men for the love of a woman; trying to get the skirt; 'Rivalità' (Ripa)"
"33C3211","rivalry of women for the love of a man; fight for the hose; 'andouille'"
"33C322","shaking lovers out of a tree, with cudgel"
"33C3221","shaking lovers out of a tree, by throwing things"
"33C323","Love's labours lost (a third person interfering successfully)"
"33C3231","the succeeding third"
"33C33","the (difficult) choice ~ courting"
"33C331","sifting out the candidates"
"33C332","blindfolded choice (of partner)"
"33C333","choice between wealth and youth"
"33C34","marriage lottery"
"33C341","computerized dating"
"33C4","coitus, cohabiting, sexual intercourse"
"33C41","man and woman cohabiting"
"33C411","scabrous scenes, pornography"
"33C412","fellatio"
"33C413","cunnilingus"
"33C42","defloration, loss of virginity (and symbols)"
"33C421","loss of virginity symbolized"
"33C4211","'la cruche cassée' (loss of virginity symbolized)"
"33C4212","bird-cage opened (loss of virginity symbolized)"
"33C43","after the intercourse"
"33C44","fallen woman"
"33C45","sexual contact ~ child"
"33C451","paedophilia, sexual contact between adult and child"
"33C452","sexual contact between children"
"33C46","masturbation, onanism"
"33C47","group-sex"
"33C48","sodomy, sexual contact between humans and animals"
"33C49","rape, violation"
"33C491","the victim ~ rape, violation"
"33C5","prostitution"
"33C51","brothel"
"33C511","the man is robbed (brothel scene)"
"33C512","driving off the robbed man (brothel scene)"
"33C52","whore, prostitute"
"33C521","courtesan, hetaera"
"33C5211","'Lais Corinthiaca'"
"33C53","match-making scene"
"33C531","procuress"
"33C54","madam (brothel scene)"
"33C55","pimp (brothel scene)"
"33C551","fancy-man"
"33C56","soliciting in the street ~ prostitution"
"33C561","soliciting in a window ~ prostitution"
"33C57","white-slave trade ~ prostitution"
"33C571","trade in children ~ prostitution"
"33C6","homosexual love"
"33C61","pederasty, sexual contact between man and boy"
"33C62","sodomy, sexual contact between men"
"33C7","potency and impotency"
"33C71","castration"
"33C711","castrated person"
"33C72","aphrodisiacs"
"33C721","means to preserve potency"
"33C729","anaphrodisiacs"
"33C8","amorousness, desire"
"33C81","chastity versus sensuality"
"33C811","sensuality"
"33C8110","'Libidine', 'Voluttà' (Ripa)"
"33C812","chastity"
"33C8120","'Castità', 'Pudicitia', 'Vergogna honesta' (Ripa)"
"33C8121","chastity belt"
"33C8122","proof of chastity"
"33C813","defence of chastity"
"33C82","heavenly love versus earthly love"
"33C83","courtly love versus love"
"33C84","courtly love"
"33C85","free love"
"33C851","promiscuity, fantasies of a world of free love"
"33C86","woman-chaser"
"33C861","'Don Juan' (woman-chaser)"
"33C862","Bluebeard"
"33C87","peeping, voyeur"
"33C89","sexual perversities and aberrations; scatological representations"
"33C891","sadism"
"33C8911","flagellantism ~ sexual perversities"
"33C892","masochism"
"33C893","fetishism"
"33C9","Love: 'Frau Minne' and other allegories"
"33C91","Love personified"
"33C911","'Frau Minne'"
"33C9111","'Frau Minne' shooting arrows"
"33C9112","'Frau Minne' holding court"
"33C912","Morris dance, 'Mauriskentanz'"
"33C92","castle of Love"
"33C93","garden of Love, court of Love, 'fête galante'"
"33C931","'Ars amandi'"
"33C94","'Ile de Cythère'"
"33C941","embarkation for Cythera"
"33C942","embarkation from Cythera"
"33C95","origin of Love; 'Origine d'amore' (Ripa)"
"33C951","fountain of Love, 'Fons Amoris'"
"33C96","self-sacrificing love"
"33C97","Love torturing lover"
"33C971","lovesick lover"
"33C99","Love vanquished; 'Amor Domato' (Ripa)"
"33CC312","lover deserting woman - CC - lover deserting man"
"33CC3121","deserted woman - CC - deserted man"
"33CC32","pursuit of a woman, prowling - CC - pursuit of a man"
"33CC321","rivalry of men for the love of a woman; trying to get the skirt; 'Rivalità' (Ripa) - CC - pursuit of a man"
"33CC3211","rivalry of women for the love of a man; fight for the hose; 'andouille' - CC - pursuit of a man"
"33CC322","shaking lovers out of a tree, with cudgel - CC - pursuit of a man"
"33CC3221","shaking lovers out of a tree, by throwing things - CC - pursuit of a man"
"33CC323","Love's labours lost (a third person interfering successfully) - CC - pursuit of a man"
"33CC3231","the succeeding third - CC - pursuit of a man"
"33CC33","the (difficult) choice ~ courting - CC - women making choice"
"33CC331","sifting out the candidates - CC - women making choice"
"33CC332","blindfolded choice (of partner) - CC - women making choice"
"33CC333","choice between wealth and youth - CC - women making choice"
"33CC5","prostitution - CC - male prostitution"
"33CC51","brothel - CC - male prostitution"
"33CC511","the man is robbed (brothel scene) - CC - male prostitution"
"33CC512","driving off the robbed man (brothel scene) - CC - male prostitution"
"33CC52","whore, prostitute - CC - male prostitution"
"33CC521","courtesan, hetaera - CC - male prostitution"
"33CC5211","'Lais Corinthiaca' - CC - male prostitution"
"33CC53","match-making scene - CC - male prostitution"
"33CC531","procuress - CC - male prostitution"
"33CC54","madam (brothel scene) - CC - male prostitution"
"33CC55","pimp (brothel scene) - CC - male prostitution"
"33CC551","fancy-man - CC - male prostitution"
"33CC56","soliciting in the street ~ prostitution - CC - male prostitution"
"33CC561","soliciting in a window ~ prostitution - CC - male prostitution"
"33CC57","white-slave trade ~ prostitution - CC - male prostitution"
"33CC571","trade in children ~ prostitution - CC - male prostitution"
"33CC6","homosexual love - CC - homosexual love between women: lesbianism"
"33CC61","pederasty, sexual contact between man and boy - CC - homosexual love between women: lesbianism"
"33CC62","sodomy, sexual contact between men - CC - homosexual love between women: lesbianism"
"34","man and animal"
"34A","taming and training of animals"
"34A1","friendship between man and animal; caressing, petting"
"34A11","taming, domestication of animals; tamed or domesticated animal"
"34A111","clipping the wings of a bird"
"34A2","taming of wild horses"
"34A21","breaking to saddle, bridle, etc. ~ wild horses"
"34A22","training of horses"
"34A3","training of dogs"
"34A31","training of police dog"
"34A32","training of seeing-eye dog"
"34A33","training of hunting dog"
"34A34","training of performing dog"
"34A4","earning money with (performing) animals"
"34A41","earning money with bear"
"34A42","earning money with monkey"
"34A43","earning money with guinea-pig"
"34A44","earning money with other animals"
"34A9","man tormenting animal(s)"
"34B","domestic animals, kept in and outside the house"
"34B1","domestic animals, kept in the house"
"34B11","dog"
"34B11(...)","dog (with NAME of kind)"
"34B111","collar (of a dog)"
"34B112","dog with bone"
"34B113","watch-dog, dog watching"
"34B114","walking the dog"
"34B12","cat"
"34B12(...)","cat (with NAME of kind)"
"34B121","cat and mouse"
"34B13","domestic birds (inside the house)"
"34B131","bird in a cage"
"34B1311","empty bird cage"
"34B132","birds in a large cage, aviary"
"34B133","bird on a cord or string"
"34B2","domestic animal kept outside the house"
"34B21","poultry house"
"34B211","pond"
"34B22","domestic mammals kept outside the house"
"34B23","domestic birds kept outside the house"
"34B231","doves, pigeons"
"34B2311","dove-cote"
"34B232","fowl (cock, hen, chicken, etc.)"
"34B2321","chicken house"
"34B233","domestic waterbirds"
"34B2331","swans (domestic waterbirds)"
"34B2332","geese (domestic waterbirds)"
"34B2333","ducks (domestic waterbirds)"
"34B3","amphibians as domestic animals"
"34B31","terrarium"
"34B4","fishes as domestic animals"
"34B41","aquarium"
"34B411","fish bowl"
"34B42","fish pond (in garden)"
"34C","protection of animals"
"34C1","feeding wild animals"
"34C11","feeding wild animals in winter"
"34C12","providing water for wild animals during drought"
"34C2","giving shelter to wild animals"
"34C21","caring for birds"
"34C211","nesting-box"
"34C212","starling-house"
"34C3","wildlife reserve, national park"
"34C31","fencing (wildlife reserve)"
"34C32","grating (wildlife reserve)"
"34C4","defending animals against maltreatment"
"34C41","organizations for the defence of animals"
"34C5","veterinarian"
"34D","control and eradication of injurious animals"
"34D1","eradication of injurious mammals"
"34D11","eradication of mice"
"34D111","mouse trap"
"34D12","extermination of rats"
"34D121","seller of rat-poison"
"34D122","rat exterminator"
"34D123","modern methods of eradication"
"34D2","scaring away of birds"
"34D21","scarecrow"
"34D3","eradication of injurious insects"
"34D31","fly extermination"
"34D311","fly swatter"
"34D312","fly-paper"
"34D32","mosquito control"
"34D321","mosquito netting, screens"
"34D322","burning smoke-maker, smudge pot ~ extermination of insects"
"34D4","control and eradication of other injurious animals"
"34D5","modern methods of eradication of injurious animals"
"34D51","spraying of chemical solutions (modern methods of eradication of injurious animals)"
"34E","restraint of animals"
"34E1","dangerous wild animals ~ restraint of animals"
"34E11","lion's den"
"34E12","bear-pit"
"34E2","collection of animals"
"34E21","circus animals"
"34E22","zoological garden, zoo, seen as place where non-domestic animals are kept"
"34E221","caretakers ~ zoological garden"
"34E3","animals tied up"
"34F","man and (wild) animal"
"34F1","animals threatening man"
"34F11","man struggling with animals"
"34F111","man struggling with animals as ornamental variant with antithetically placed animals (mostly lions)"
"34F12","man killing animal"
"34F13","animal killing man"
"34F14","(corpse of) man eaten by animals"
"34F2","animal taking care of man"
"34F21","animal taking care of foundling"
"34G","man disguised as animal"
"35","pastorals, Arcadian scenes"
"36","man and environment"
"36A","environmental conservation, protection"
"36A1","environmental clean-up"
"36B","environmental destruction"
"36B1","environmental pollution"
"36B11","pollution ~ nature"
"36B111","air pollution"
"36B112","water pollution"
"36B113","soil pollution"
"4","Society, Civilization, Culture"
"41","material aspects of daily life"
"41A","housing"
"41A1","civic architecture; edifices; dwellings"
"41A10","'Edifitio overo un sito' (Ripa)"
"41A11","palace"
"41A111","hôtel, i.e. small palace in city"
"41A12","castle"
"41A121","fortified house in city"
"41A13","edifice, e.g.: public building, department store"
"41A14","urban housing"
"41A141","the usual house or row of houses"
"41A142","house combined with shop"
"41A143","detached house in city"
"41A144","flat-building, apartment house"
"41A15","skyscraper"
"41A16","rural housing, e.g. country-house, villa, cottage"
"41A161","country-house"
"41A162","villa"
"41A163","cottage"
"41A17","farm (building)"
"41A171","barn"
"41A18","hut, cabin, lodge"
"41A181","log-cabin"
"41A182","Indian lodge"
"41A1821","wigwam"
"41A19","other dwelling types"
"41A191","tent"
"41A1911","tent-camp"
"41A1912","tepee, tipi, teepee"
"41A192","caravan (trailer)"
"41A1921","caravan-camp"
"41A1922","trailer"
"41A193","houseboat"
"41A194","lake-dwelling, pile-dwelling"
"41A1941","other dwellings standing off the ground"
"41A195","snow-hut, igloo"
"41A196","cave-dwelling"
"41A2","interior of the house"
"41A21","vestibule, hall"
"41A211","corridor"
"41A2111","gallery (spacious corridor)"
"41A22","communal rooms"
"41A221","living-room, parlour, sitting-room"
"41A222","drawing-room, 'salon'"
"41A2221","boudoir"
"41A223","dining-room"
"41A23","bedroom"
"41A24","bathroom"
"41A241","bathroom equipment"
"41A2411","bath-tub"
"41A2412","shower"
"41A2413","bidet"
"41A2414","fitted basin"
"41A2415","jug and basin; wash-basin"
"41A25","other rooms"
"41A251","study; 'studiolo'; library"
"41A252","chapel (interior of the house)"
"41A253","sun-porch, sun-parlour, glazed verandah"
"41A2531","winter-garden, conservatory"
"41A254","wardrobe"
"41A2541","linen-closet"
"41A255","attic, loft"
"41A256","storage space"
"41A3","parts (of house or building)"
"41A31","façade (of house or building)"
"41A311","front façade"
"41A3111","stone tablet in façade"
"41A312","rear façade"
"41A313","façade of inner court"
"41A32","door"
"41A321","opening the door"
"41A3211","open door"
"41A3212","divided door, upper part opened"
"41A3213","revolving door"
"41A322","closing, shutting the door"
"41A3221","closed door"
"41A323","monumental door, porch, 'aediculum'"
"41A324","metalwork of a door"
"41A3241","door-knocker, doorbell"
"41A3242","door-handle, doorknob"
"41A325","threshold"
"41A3251","stile, post, doorjamb"
"41A3252","door furniture, e.g. boot scraper, brush, doormat"
"41A326","letter-box ~ door"
"41A327","doorkeeper, house-guard (inanimate)"
"41A328","lock ~ door"
"41A3281","key"
"41A32811","master-key, 'passe-partout', skeleton key"
"41A3282","latch"
"41A3283","bolt"
"41A3284","padlock"
"41A33","window"
"41A331","opening the window"
"41A3311","open window"
"41A332","closing the window"
"41A3321","closed window"
"41A333","window shutters"
"41A3331","window shutters on the outside"
"41A3332","window shutters on the inside"
"41A334","sunblind, sunshade, awning"
"41A335","window-seat"
"41A336","human figure at (open) window"
"41A3361","human figure at (open) window, seen from outside"
"41A3362","human figure at (open) window, seen from inside"
"41A337","view through a window"
"41A3371","view through a window from the outside"
"41A3372","view through a window from the inside"
"41A34","staircase"
"41A341","stairwell"
"41A3411","escalator"
"41A342","elevator, lift"
"41A343","ladder"
"41A344","fire-escape"
"41A345","back steps"
"41A35","front steps"
"41A351","terrace"
"41A352","canopy (over entrance)"
"41A36","roof (of house or building)"
"41A361","tower (of house or building)"
"41A3611","spire (of tower on house or building)"
"41A362","roof-covering"
"41A363","decorated gable"
"41A37","basement, cellar"
"41A38","balcony"
"41A381","loggia, verandah, porch"
"41A382","bay-window, oriel"
"41A39","piping and wiring"
"41A391","water-supply and draining, pipework (in house or building)"
"41A3911","well"
"41A3912","pump"
"41A3913","tap, faucet"
"41A3914","lavatory, water-closet"
"41A3915","fountain (indoors)"
"41A3916","sink, basin"
"41A392","gas conduits"
"41A393","electric installation, fittings, e.g. socket, plug, light switch, cable, wire"
"41A4","decorations (interior of the house)"
"41A41","wall-covering"
"41A411","wall-paper"
"41A412","panelling"
"41A413","tapestry"
"41A42","upholstery (of a room)"
"41A421","curtains"
"41A422","hangings and drapery"
"41A4221","velum (hangings and drapery)"
"41A423","ceremonial drapery"
"41A4231","canopy, baldachin"
"41A43","floor-covering"
"41A43(...)","floor-covering (with NAME)"
"41A431","carpet, rug"
"41A44","(decorated) ceiling"
"41A5","annexes and outbuildings; fencing; gate"
"41A51","courtyard"
"41A511","inner court of palace or 'hôtel'"
"41A512","backyard"
"41A52","coach-house"
"41A521","garage"
"41A53","shed"
"41A54","fence, wall, paling"
"41A541","balustrade"
"41A542","gate, entrance"
"41A5421","barrier"
"41A5422","kissing gate, clap gate"
"41A543","stile"
"41A544","watergate"
"41A6","garden"
"41A61","plan, map of garden"
"41A62","garden buildings"
"41A621","pergola"
"41A622","summer-house, arbour, garden-house (Dutch: 'theekoepel')"
"41A623","hermitage"
"41A624","belvedere"
"41A625","trellis"
"41A626","sham-buildings"
"41A63","lay-out of garden"
"41A631","lawn"
"41A632","flower-bed"
"41A633","rock-garden"
"41A634","labyrinth, maze ~ garden"
"41A635","fenced or walled garden; 'Hortus Conclusus'"
"41A6351","roof garden"
"41A636","French or architectonic garden; formal garden"
"41A637","English or landscape garden"
"41A638","garden approach, garden drive"
"41A64","garden ornaments"
"41A641","statues, sculptures in garden"
"41A6411","dwarfs, 'grylloi' (garden ornaments)"
"41A642","obelisks (garden ornaments)"
"41A643","pyramids (garden ornaments)"
"41A644","herms (garden ornaments)"
"41A645","ruins (garden ornaments)"
"41A646","garden vase"
"41A65","water-works in garden"
"41A651","garden fountain"
"41A652","garden pond"
"41A653","garden cascade"
"41A66","artificial grotto in garden"
"41A67","ornamental plants"
"41A671","still life of plants, flowers and fruit"
"41A6711","flowers in a vase"
"41A6712","arranging flowers"
"41A672","topiary work (shrubs and trees trimmed and trained into ornamental shape); bonsai, espalliered, etc."
"41A673","potted plants"
"41A68","cultivation of (ornamental) garden"
"41A681","gardening"
"41A6811","watering plants"
"41A682","gardening-tools"
"41A682(...)","gardening-tools (with NAME)"
"41A7","furniture and household effects"
"41A71","furniture to put things on"
"41A711","table"
"41A7111","tripod"
"41A7112","trestle table"
"41A712","shelves, rack, sideboard"
"41A7121","what-not"
"41A7122","bookshelves"
"41A71221","bookcase, with doors"
"41A713","cover for table, etc."
"41A72","seating furniture"
"41A721","chair"
"41A7211","stool"
"41A72111","footstool"
"41A7212","armchair, seat"
"41A7213","rocking-chair"
"41A722","couch, sofa, settee"
"41A7221","cushion"
"41A723","bench"
"41A73","furniture for storage"
"41A731","cupboard"
"41A732","ornamental cupboard"
"41A733","chest, coffer"
"41A734","'cassone'"
"41A74","furniture for special use"
"41A741","screen, folding screen"
"41A75","decorative furniture"
"41A751","draught-screen"
"41A76","furniture to lie on or in"
"41A761","bed"
"41A7611","built-in bedstead (Dutch: 'bedstee')"
"41A7612","bed with tester"
"41A76121","two poster bed"
"41A76122","four poster bed"
"41A762","hammock"
"41A763","bedding"
"41A7631","mattress"
"41A7632","pillow"
"41A7633","sheet"
"41A7634","blanket"
"41A7635","bed-spread"
"41A77","containers"
"41A771","container of metal: bucket, can, canister, drum, tin"
"41A7711","container of precious metal"
"41A772","container of stone: stone vase"
"41A7721","container of (semi-)precious stone"
"41A773","container of ceramics: jar, jug, pot, vase"
"41A774","container of glass: bottle, jar, vase"
"41A775","wooden container: barrel, cask"
"41A7751","container made of plant material other than wood: basket"
"41A776","container of leather: leather bag"
"41A7761","container of other animal material"
"41A777","container of textile material: bag, sack"
"41A778","container of paper, cardboard: bag, carton"
"41A779","container of synthetic material"
"41A78","fancy goods, knick-knacks"
"41A8","use of the house"
"41A81","furnishing (the house)"
"41A82","moving (house)"
"41A9","ruin of a dwelling, house, castle, etc."
"41AA1","civic architecture; edifices; dwellings - AA - civic architecture: inside"
"41AA10","'Edifitio overo un sito' (Ripa) - AA - civic architecture: inside"
"41AA11","palace - AA - civic architecture: inside"
"41AA111","hôtel, i.e. small palace in city - AA - civic architecture: inside"
"41AA12","castle - AA - civic architecture: inside"
"41AA121","fortified house in city - AA - civic architecture: inside"
"41AA13","edifice, e.g.: public building, department store - AA - civic architecture: inside"
"41AA14","urban housing - AA - civic architecture: inside"
"41AA141","the usual house or row of houses - AA - civic architecture: inside"
"41AA142","house combined with shop - AA - civic architecture: inside"
"41AA143","detached house in city - AA - civic architecture: inside"
"41AA144","flat-building, apartment house - AA - civic architecture: inside"
"41AA15","skyscraper - AA - civic architecture: inside"
"41AA16","rural housing, e.g. country-house, villa, cottage - AA - civic architecture: inside"
"41AA161","country-house - AA - civic architecture: inside"
"41AA162","villa - AA - civic architecture: inside"
"41AA163","cottage - AA - civic architecture: inside"
"41AA17","farm (building) - AA - civic architecture: inside"
